"FacilityID","FacilityName","Address","City","State","ZIPCode","CountyName","PhoneNumber","Condition","MeasureID","MeasureName","STTag","Score","Sample","Footnote","StartDate","EndDate"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","97","32",NA,"01/01/2021","12/31/2021"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"38004F","VA ROSEBURG HEALTHCARE SYSTEM","913 NW GARDEN VALLEY BLVD.","ROSEBURG","OR","97471","DOUGLAS","(541) 440-1000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","85","1078",NA,"04/01/2022","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","81","1076",NA,"10/01/2021","03/31/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","100","47",NA,"01/01/2021","12/31/2021"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39001F","JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA)","2907 PLEASANT VALLEY BOULEVARD","ALTOONA","PA","16602","BLAIR","(814) 943-8164","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","88","1138",NA,"04/01/2022","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","69","1202",NA,"10/01/2021","03/31/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39004F","COATESVILLE VA MEDICAL CENTER","1400 BLACK HORSE HILL ROAD","COATESVILLE","PA","19320","CHESTER","(610) 384-7711","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","86","849",NA,"04/01/2022","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","84","856",NA,"10/01/2021","03/31/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5","01/01/2021","12/31/2021"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","53","53",NA,"01/01/2021","12/31/2021"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39005F","ERIE VA MEDICAL CENTER","135 EAST 38TH STREET","ERIE","PA","16504","ERIE","(814) 860-2576","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","88","2022",NA,"04/01/2022","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","68","2001",NA,"10/01/2021","03/31/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Emergency Department","OP-22","Left before being seen","Percentage","2","10591",NA,"01/01/2021","12/31/2021"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","92","40",NA,"01/01/2021","12/31/2021"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","LEBANON","PA","17042","LEBANON","(717) 228-5901","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","22","18",NA,"07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","2909",NA,"04/01/2022","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","78","2960",NA,"10/01/2021","03/31/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Emergency Department","OP-22","Left before being seen","Percentage","1","20352",NA,"01/01/2021","12/31/2021"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","1","01/01/2021","12/31/2021"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39009F","PHILADELPHIA VA MEDICAL CENTER","3900 WOODLAND AVENUE","PHILADELPHIA","PA","19104","PHILADELPHIA","(215) 823-5857","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","79","47",NA,"07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","87","4163",NA,"04/01/2022","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","74","4193",NA,"10/01/2021","03/31/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","165","215",NA,"07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","228","37",NA,"07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Emergency Department","OP-22","Left before being seen","Percentage","1","17934",NA,"01/01/2021","12/31/2021"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","76","41",NA,"01/01/2021","12/31/2021"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39012F","VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR","UNIVERSITY DRIVE","PITTSBURGH","PA","15240","ALLEGHENY","(412) 688-6100","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","15","40",NA,"07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","90","1476",NA,"04/01/2022","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","68","1488",NA,"10/01/2021","03/31/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Emergency Department","OP-22","Left before being seen","Percentage","1","9928",NA,"01/01/2021","12/31/2021"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","54","28",NA,"01/01/2021","12/31/2021"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"39013F","WILKES BARRE VA MEDICAL CENTER","1111 EAST END BOULEVARD","WILKES-BARRE","PA","18711","LUZERNE","(570) 824-3521","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","35","17",NA,"07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","94","3947",NA,"04/01/2022","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","56","4140",NA,"10/01/2021","03/31/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","1","07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","1","07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Emergency Department","OP-22","Left before being seen","Percentage","3","30079",NA,"01/01/2021","12/31/2021"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Emergency Department","OP-23","Head CT results","Percentage","82","11",NA,"07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","95","19",NA,"01/01/2021","12/31/2021"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"40003F","SAN JUAN VA MEDICAL CENTER","10 CALLE CASIA","SAN JUAN","PR","00921","SAN JUAN","(800) 449-8729","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","29","77",NA,"07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","88","1609",NA,"04/01/2022","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","52","1656",NA,"10/01/2021","03/31/2022"
