CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"Richland County, SC",45079,White,2018,55,7430,7.4,8.53
"Spartanburg County, SC",45083,Black or African American,2018,69,2415,28.57,12.65
"Spartanburg County, SC",45083,White,2018,141,7285,19.35,12.49
"Sumter County, SC",45085,Black or African American,2018,50,1783,28.04,10.56
"Sumter County, SC",45085,White,2018,26,1350,19.26,11.65
"York County, SC",45091,Black or African American,2018,52,2125,24.47,9.69
"York County, SC",45091,White,2018,80,6587,12.15,11.31
"Unidentified Counties, SC",45999,Black or African American,2018,522,15092,34.59,10.75
"Unidentified Counties, SC",45999,White,2018,552,19437,28.4,11.66
"Minnehaha County, SD",46099,American Indian or Alaska Native,2018,20,205,97.56,8.58
"Minnehaha County, SD",46099,Black or African American,2018,16,355,45.07,9
"Minnehaha County, SD",46099,White,2018,76,4631,16.41,10.41
"Pennington County, SD",46103,American Indian or Alaska Native,2018,42,484,86.78,8.1
"Pennington County, SD",46103,White,2018,39,2285,17.07,9.97
"Unidentified Counties, SD",46999,American Indian or Alaska Native,2018,182,2911,62.52,6.46
"Unidentified Counties, SD",46999,White,2018,133,14844,8.96,11.12
"Blount County, TN",47009,White,2018,85,3563,23.86,12.66
"Davidson County, TN",47037,Black or African American,2018,210,6957,30.19,9.12
"Davidson County, TN",47037,White,2018,247,10223,24.16,8.63
"Hamilton County, TN",47065,Black or African American,2018,80,2534,31.57,9.47
"Hamilton County, TN",47065,White,2018,146,7647,19.09,10.75
"Knox County, TN",47093,Black or African American,2018,60,1636,36.67,12.31
"Knox County, TN",47093,White,2018,179,12402,14.43,12.28
"Montgomery County, TN",47125,Black or African American,2018,42,1566,26.82,9.12
"Montgomery County, TN",47125,White,2018,113,4366,25.88,9.68
"Rutherford County, TN",47149,Black or African American,2018,44,2152,20.45,9.79
"Rutherford County, TN",47149,White,2018,126,8357,15.08,9.91
"Shelby County, TN",47157,Black or African American,2018,788,18120,43.49,9.2
"Shelby County, TN",47157,White,2018,209,10566,19.78,10.07
"Sullivan County, TN",47163,White,2018,92,3993,23.04,9.77
"Sumner County, TN",47165,Black or African American,2018,17,558,30.47,9.12
"Sumner County, TN",47165,White,2018,108,4826,22.38,9.96
"Washington County, TN",47179,White,2018,62,3798,16.32,10.67
"Williamson County, TN",47187,White,2018,31,7682,4.04,10.32
"Wilson County, TN",47189,White,2018,68,3697,18.39,12
"Unidentified Counties, TN",47999,Black or African American,2018,226,7076,31.94,11.74
"Unidentified Counties, TN",47999,White,2018,2120,72341,29.31,11.06
"Bell County, TX",48027,Black or African American,2018,85,3333,25.5,9.71
"Bell County, TX",48027,White,2018,226,7281,31.04,10.14
"Bexar County, TX",48029,Black or African American,2018,149,6182,24.1,8.75
"Bexar County, TX",48029,White,2018,1548,57844,26.76,9.94
"Brazoria County, TX",48039,Black or African American,2018,24,1712,14.02,8.83
"Brazoria County, TX",48039,White,2018,197,9165,21.49,9.79
"Brazos County, TX",48041,Black or African American,2018,41,1133,36.19,9.24
"Brazos County, TX",48041,White,2018,114,8769,13,9.23
"Cameron County, TX",48061,White,2018,696,17411,39.97,10.31
"Collin County, TX",48085,Black or African American,2018,38,4119,9.23,9.39
"Collin County, TX",48085,White,2018,221,24231,9.12,9.8
"Comal County, TX",48091,White,2018,66,4128,15.99,9.61
"Dallas County, TX",48113,Asian,2018,16,4549,3.52,8.69
"Dallas County, TX",48113,Black or African American,2018,636,20993,30.3,7.89
"Dallas County, TX",48113,White,2018,1952,59078,33.04,8.66
"Denton County, TX",48121,Black or African American,2018,38,3593,10.58,10.24
"Denton County, TX",48121,White,2018,250,22726,11,10.14
"Ector County, TX",48135,Black or African American,2018,16,315,50.79,9.06
"Ector County, TX",48135,White,2018,286,5275,54.22,8.95
"Ellis County, TX",48139,Black or African American,2018,14,845,16.57,8.5
"Ellis County, TX",48139,White,2018,107,5315,20.13,8.95
"El Paso County, TX",48141,Black or African American,2018,24,1038,23.12,10.75
"El Paso County, TX",48141,White,2018,984,28680,34.31,8.72
"Fort Bend County, TX",48157,Black or African American,2018,72,6587,10.93,8.34
"Fort Bend County, TX",48157,White,2018,170,15728,10.81,8.99
"Galveston County, TX",48167,Black or African American,2018,42,1634,25.7,10.24
"Galveston County, TX",48167,White,2018,155,8527,18.18,10.05
"Grayson County, TX",48181,Black or African American,2018,17,330,51.52,10
"Grayson County, TX",48181,White,2018,122,3580,34.08,10.39
"Gregg County, TX",48183,Black or African American,2018,48,969,49.54,10.21
"Gregg County, TX",48183,White,2018,92,2768,33.24,10.87
"Guadalupe County, TX",48187,White,2018,93,4833,19.24,10.53
"Harris County, TX",48201,American Indian or Alaska Native,2018,10,2093,4.78,10.2
"Harris County, TX",48201,Asian,2018,27,9188,2.94,7.3
"Harris County, TX",48201,Black or African American,2018,907,31848,28.48,8.84
"Harris County, TX",48201,White,2018,2950,109869,26.85,8.84
"Hays County, TX",48209,White,2018,123,8079,15.22,9.23
"Hidalgo County, TX",48215,White,2018,1453,36655,39.64,10.38
"Jefferson County, TX",48245,Black or African American,2018,143,2963,48.26,10.25
"Jefferson County, TX",48245,White,2018,149,4430,33.63,9.81
"Johnson County, TX",48251,White,2018,166,5243,31.66,8.58
"Kaufman County, TX",48257,Black or African American,2018,23,574,40.07,9.64
"Kaufman County, TX",48257,White,2018,72,3591,20.05,10.79
"Lubbock County, TX",48303,Black or African American,2018,57,1063,53.62,9.98
"Lubbock County, TX",48303,White,2018,258,11024,23.4,9.93
"McLennan County, TX",48309,Black or African American,2018,82,1616,50.74,9.27
"McLennan County, TX",48309,White,2018,175,7990,21.9,10.39
"Midland County, TX",48329,Black or African American,2018,20,401,49.88,10.8
"Midland County, TX",48329,White,2018,181,4641,39,10.48
"Montgomery County, TX",48339,Black or African American,2018,28,1216,23.03,8.64
"Montgomery County, TX",48339,White,2018,324,17589,18.42,9.37
"Nueces County, TX",48355,Black or African American,2018,14,633,22.12,8.86
"Nueces County, TX",48355,White,2018,340,11236,30.26,8.29
"Parker County, TX",48367,White,2018,78,4268,18.28,10.31
"Potter County, TX",48375,Black or African American,2018,17,362,46.96,9.06
"Potter County, TX",48375,White,2018,128,3075,41.63,10.02
"Randall County, TX",48381,White,2018,60,4243,14.14,10.85
"Smith County, TX",48423,Black or African American,2018,54,1686,32.03,9.63
"Smith County, TX",48423,White,2018,154,5847,26.34,9.64
"Tarrant County, TX",48439,Asian,2018,16,4145,3.86,7.12
"Tarrant County, TX",48439,Black or African American,2018,390,14111,27.64,7.68
"Tarrant County, TX",48439,White,2018,1079,51442,20.98,8.13
"Taylor County, TX",48441,Black or African American,2018,18,591,30.46,8.56
"Taylor County, TX",48441,White,2018,135,4236,31.87,9.11
"Tom Green County, TX",48451,White,2018,120,3818,31.43,10.63
"Travis County, TX",48453,Black or African American,2018,99,3785,26.16,10.14
"Travis County, TX",48453,White,2018,629,28454,22.11,10.87
"Webb County, TX",48479,White,2018,542,11781,46.01,8.09
"Wichita County, TX",48485,Black or African American,2018,24,547,43.88,10.75
"Wichita County, TX",48485,White,2018,117,3540,33.05,11.26
"Williamson County, TX",48491,Black or African American,2018,18,1484,12.13,11.71
"Williamson County, TX",48491,White,2018,172,15228,11.29,11.4
"Unidentified Counties, TX",48999,American Indian or Alaska Native,2018,17,1928,8.82,9.82
"Unidentified Counties, TX",48999,Asian,2018,19,1727,11,7.53
"Unidentified Counties, TX",48999,Black or African American,2018,494,14902,33.15,9.56
"Unidentified Counties, TX",48999,White,2018,4353,133279,32.66,9.96
"Cache County, UT",49005,White,2018,38,5766,6.59,11.42
"Davis County, UT",49011,White,2018,118,11917,9.9,10.5
"Salt Lake County, UT",49035,American Indian or Alaska Native,2018,10,595,16.81,7
"Salt Lake County, UT",49035,Black or African American,2018,19,874,21.74,9.89
"Salt Lake County, UT",49035,Native Hawaiian or Other Pacific Islander,2018,21,937,22.41,7.85
"Salt Lake County, UT",49035,White,2018,547,33488,16.33,10.12
"Utah County, UT",49049,White,2018,214,27314,7.83,10.79
"Washington County, UT",49053,White,2018,92,5479,16.79,9.8
"Weber County, UT",49057,White,2018,146,8176,17.86,10.12
"Unidentified Counties, UT",49999,American Indian or Alaska Native,2018,18,698,25.79,9.83
"Unidentified Counties, UT",49999,White,2018,256,17196,14.89,10.52
"Chittenden County, VT",50007,White,2018,23,6043,3.81,12.65
"Unidentified Counties, VT",50999,White,2018,145,12612,11.5,12.8
"Arlington County, VA",51013,White,2018,27,3060,8.82,9.07
"Chesterfield County, VA",51041,Black or African American,2018,43,4094,10.5,9.65
"Chesterfield County, VA",51041,White,2018,77,6940,11.1,9.99
"Fairfax County, VA",51059,Asian,2018,23,6997,3.29,8.18
"Fairfax County, VA",51059,Black or African American,2018,58,4023,14.42,9.41
"Fairfax County, VA",51059,White,2018,221,22038,10.03,10.25
"Henrico County, VA",51087,Black or African American,2018,58,3445,16.84,10.83
"Henrico County, VA",51087,White,2018,43,4919,8.74,11
"Loudoun County, VA",51107,White,2018,65,9844,6.6,9.69
"Prince William County, VA",51153,Black or African American,2018,47,3636,12.93,10.11
"Prince William County, VA",51153,White,2018,164,9430,17.39,8.58
"Spotsylvania County, VA",51177,Black or African American,2018,14,826,16.95,10.43
"Spotsylvania County, VA",51177,White,2018,40,3250,12.31,9.28
"Stafford County, VA",51179,Black or African American,2018,10,1185,8.44,9.7
"Stafford County, VA",51179,White,2018,34,3664,9.28,10.74
"Alexandria city, VA",51510,Black or African American,2018,13,802,16.21,11.08
"Alexandria city, VA",51510,White,2018,33,1730,19.08,11
"Chesapeake city, VA",51550,Black or African American,2018,56,2556,21.91,12.52
"Chesapeake city, VA",51550,White,2018,38,4373,8.69,11.21
"Hampton city, VA",51650,Black or African American,2018,55,2969,18.52,11.04
"Hampton city, VA",51650,White,2018,22,1079,20.39,11
"Newport News city, VA",51700,Black or African American,2018,70,2643,26.49,10.27
"Newport News city, VA",51700,White,2018,43,2788,15.42,11.76
"Norfolk city, VA",51710,Black or African American,2018,115,3967,28.99,10.68
"Norfolk city, VA",51710,White,2018,40,2567,15.58,10.03
"Richmond city, VA",51760,Black or African American,2018,137,3746,36.57,9.1
"Richmond city, VA",51760,White,2018,56,2750,20.36,9.16
"Virginia Beach city, VA",51810,Black or African American,2018,67,3053,21.95,10.6
"Virginia Beach city, VA",51810,White,2018,67,7562,8.86,11.31
"Unidentified Counties, VA",51999,Black or African American,2018,499,20021,24.92,9.92
"Unidentified Counties, VA",51999,White,2018,1403,88031,15.94,10.86
"Benton County, WA",53005,White,2018,84,5748,14.61,10.71
"Clark County, WA",53011,Native Hawaiian or Other Pacific Islander,2018,10,228,43.86,8
"Clark County, WA",53011,White,2018,141,12541,11.24,10.4
"Cowlitz County, WA",53015,White,2018,63,2927,21.52,11.63
"King County, WA",53033,American Indian or Alaska Native,2018,14,687,20.38,8.54
"King County, WA",53033,Asian,2018,14,11461,1.22,9.46
"King County, WA",53033,Black or African American,2018,66,5365,12.3,9.78
"King County, WA",53033,Native Hawaiian or Other Pacific Islander,2018,19,742,25.61,8.06
"King County, WA",53033,White,2018,232,35512,6.53,9.68
"Kitsap County, WA",53035,White,2018,64,5211,12.28,9.08
"Pierce County, WA",53053,American Indian or Alaska Native,2018,15,565,26.55,9.21
"Pierce County, WA",53053,Asian,2018,11,1640,6.71,11.64
"Pierce County, WA",53053,Black or African American,2018,34,2043,16.64,9.42
"Pierce County, WA",53053,Native Hawaiian or Other Pacific Islander,2018,22,558,39.43,7.9
"Pierce County, WA",53053,White,2018,247,17701,13.95,10.61
"Skagit County, WA",53057,White,2018,56,2931,19.11,8.73
"Snohomish County, WA",53061,American Indian or Alaska Native,2018,14,476,29.41,8.4
"Snohomish County, WA",53061,White,2018,168,16735,10.04,10.14
"Spokane County, WA",53063,Black or African American,2018,10,359,27.86,13
"Spokane County, WA",53063,White,2018,176,13315,13.22,11.1
"Thurston County, WA",53067,White,2018,72,5974,12.05,11.02
"Whatcom County, WA",53073,White,2018,42,6119,6.86,8.75
"Yakima County, WA",53077,American Indian or Alaska Native,2018,22,681,32.31,9.24
"Yakima County, WA",53077,White,2018,235,7928,29.64,10.89
"Unidentified Counties, WA",53999,American Indian or Alaska Native,2018,51,1237,41.23,10.44
"Unidentified Counties, WA",53999,Black or African American,2018,20,548,36.5,9.53
"Unidentified Counties, WA",53999,White,2018,547,29829,18.34,10.25
"Berkeley County, WV",54003,White,2018,71,2921,24.31,10.16
"Kanawha County, WV",54039,Black or African American,2018,10,531,18.83,13.38
"Kanawha County, WV",54039,White,2018,107,4111,26.03,9.67
"Unidentified Counties, WV",54999,Black or African American,2018,30,1426,21.04,10.27
"Unidentified Counties, WV",54999,White,2018,1052,40228,26.15,11.52
"Brown County, WI",55009,American Indian or Alaska Native,2018,17,331,51.36,9.94
"Brown County, WI",55009,Black or African American,2018,16,293,54.61,10.25
"Brown County, WI",55009,White,2018,88,7389,11.91,12.79
"Dane County, WI",55025,Black or African American,2018,45,1244,36.17,10.7
"Dane County, WI",55025,White,2018,71,14039,5.06,11.75
"Fond du Lac County, WI",55039,White,2018,25,2802,8.92,10.71
"Kenosha County, WI",55059,Black or African American,2018,29,610,47.54,10
"Kenosha County, WI",55059,White,2018,58,4983,11.64,10.96
"La Crosse County, WI",55063,White,2018,18,4443,4.05,9.94
"Marathon County, WI",55073,White,2018,39,3406,11.45,10.77
"Milwaukee County, WI",55079,Asian,2018,29,1525,19.02,8.64
"Milwaukee County, WI",55079,Black or African American,2018,456,9972,45.73,9.59
"Milwaukee County, WI",55079,White,2018,253,17132,14.77,11.3
"Outagamie County, WI",55087,White,2018,39,5123,7.61,11.77
"Racine County, WI",55101,Black or African American,2018,50,933,53.59,9.18
"Racine County, WI",55101,White,2018,69,4668,14.78,9.82
"Rock County, WI",55105,Black or African American,2018,16,352,45.45,11.25
"Rock County, WI",55105,White,2018,76,4501,16.89,10.82
"Sheboygan County, WI",55117,White,2018,43,2886,14.9,12.33
"Walworth County, WI",55127,White,2018,29,3504,8.28,10.55
"Washington County, WI",55131,White,2018,18,3872,4.65,12.94
"Waukesha County, WI",55133,White,2018,36,11363,3.17,11.5
"Winnebago County, WI",55139,White,2018,48,5204,9.22,12.75
"Unidentified Counties, WI",55999,American Indian or Alaska Native,2018,40,1276,31.35,10.47
"Unidentified Counties, WI",55999,Asian,2018,13,1228,10.59,8.69
"Unidentified Counties, WI",55999,Black or African American,2018,19,832,22.84,9.72
"Unidentified Counties, WI",55999,White,2018,559,58417,9.57,11.55
"Unidentified Counties, WY",56999,American Indian or Alaska Native,2018,21,624,33.65,8.57
"Unidentified Counties, WY",56999,White,2018,320,15725,20.35,10.12
"Baldwin County, AL",01003,Black or African American,2017,23,786,29.26,9.74
"Baldwin County, AL",01003,White,2017,132,5099,25.89,10.55
"Calhoun County, AL",01015,Black or African American,2017,33,1054,31.31,8.3
"Calhoun County, AL",01015,White,2017,72,2564,28.08,9.79
"Etowah County, AL",01055,Black or African American,2017,20,589,33.96,8.45
"Etowah County, AL",01055,White,2017,94,2374,39.6,9.4
"Houston County, AL",01069,Black or African American,2017,54,1026,52.63,10.26
"Houston County, AL",01069,White,2017,49,2012,24.35,11.08
"Jefferson County, AL",01073,Black or African American,2017,346,10038,34.47,9.25
"Jefferson County, AL",01073,White,2017,164,9929,16.52,9.64
"Lee County, AL",01081,Black or African American,2017,38,1480,25.68,10.76
"Lee County, AL",01081,White,2017,58,4821,12.03,11.62
"Madison County, AL",01089,Black or African American,2017,100,3791,26.38,8.66
"Madison County, AL",01089,White,2017,108,7012,15.4,8.8
"Mobile County, AL",01097,Black or African American,2017,199,5495,36.21,9.92
"Mobile County, AL",01097,White,2017,184,7085,25.97,10.87
"Montgomery County, AL",01101,Black or African American,2017,203,4900,41.43,8.47
"Montgomery County, AL",01101,White,2017,50,1963,25.47,8
"Morgan County, AL",01103,Black or African American,2017,30,559,53.67,9.9
"Morgan County, AL",01103,White,2017,92,2781,33.08,10.51
"Shelby County, AL",01117,White,2017,65,5722,11.36,9.38
"Tuscaloosa County, AL",01125,Black or African American,2017,89,3059,29.09,8.62
"Tuscaloosa County, AL",01125,White,2017,61,5787,10.54,9.2
"Unidentified Counties, AL",01999,Black or African American,2017,490,15173,32.29,9.65
"Unidentified Counties, AL",01999,White,2017,1392,42982,32.39,10.17
"Anchorage Borough, AK",02020,American Indian or Alaska Native,2017,21,985,21.32,10.29
"Anchorage Borough, AK",02020,Asian,2017,26,1028,25.29,8.17
"Anchorage Borough, AK",02020,Black or African American,2017,12,641,18.72,10.42
"Anchorage Borough, AK",02020,Native Hawaiian or Other Pacific Islander,2017,25,356,70.22,8.46
"Anchorage Borough, AK",02020,White,2017,46,4447,10.34,10.84
"Unidentified Counties, AK",02999,American Indian or Alaska Native,2017,175,3461,50.56,8.75
"Unidentified Counties, AK",02999,White,2017,110,7561,14.55,9.78
"Cochise County, AZ",04003,White,2017,95,3126,30.39,7.57
"Coconino County, AZ",04005,American Indian or Alaska Native,2017,71,1653,42.95,9.01
"Coconino County, AZ",04005,White,2017,43,4912,8.75,10.53
"Maricopa County, AZ",04013,American Indian or Alaska Native,2017,113,4766,23.71,8.57
"Maricopa County, AZ",04013,Asian,2017,35,5682,6.16,9.09
"Maricopa County, AZ",04013,Black or African American,2017,274,9780,28.02,9.58
"Maricopa County, AZ",04013,White,2017,2459,114331,21.51,9.93
"Mohave County, AZ",04015,White,2017,121,4396,27.53,10.57
"Navajo County, AZ",04017,American Indian or Alaska Native,2017,107,2040,52.45,7.95
"Navajo County, AZ",04017,White,2017,33,1549,21.3,10.15
"Pima County, AZ",04019,American Indian or Alaska Native,2017,51,1835,27.79,8.04
"Pima County, AZ",04019,Black or African American,2017,41,1660,24.7,7.28
"Pima County, AZ",04019,White,2017,544,27668,19.66,8.29
"Pinal County, AZ",04021,American Indian or Alaska Native,2017,42,1054,39.85,9.81
"Pinal County, AZ",04021,Black or African American,2017,12,813,14.76,11.1
"Pinal County, AZ",04021,White,2017,230,9734,23.63,10.8
"Yavapai County, AZ",04025,White,2017,114,4718,24.16,10.93
"Yuma County, AZ",04027,White,2017,197,6324,31.15,8.37
"Unidentified Counties, AZ",04999,American Indian or Alaska Native,2017,117,3053,38.32,8.81
"Unidentified Counties, AZ",04999,White,2017,145,4744,30.56,8.67
"Benton County, AR",05007,White,2017,180,7874,22.86,10.09
"Faulkner County, AR",05045,Black or African American,2017,10,598,16.72,11
"Faulkner County, AR",05045,White,2017,67,3719,18.02,10.45
"Pulaski County, AR",05119,Black or African American,2017,227,5571,40.75,8.94
"Pulaski County, AR",05119,White,2017,103,5190,19.85,9.97
"Saline County, AR",05125,White,2017,56,3027,18.5,10.77
"Sebastian County, AR",05131,Black or African American,2017,17,320,53.12,8.06
"Sebastian County, AR",05131,White,2017,121,3259,37.13,9.22
"Washington County, AR",05143,Black or African American,2017,26,376,69.15,7.8
"Washington County, AR",05143,Native Hawaiian or Other Pacific Islander,2017,34,243,139.92,3.52
"Washington County, AR",05143,White,2017,182,7873,23.12,9.46
"Unidentified Counties, AR",05999,American Indian or Alaska Native,2017,15,524,28.63,9.47
"Unidentified Counties, AR",05999,Asian,2017,10,512,19.53,8.5
"Unidentified Counties, AR",05999,Black or African American,2017,564,11020,51.18,9.15
"Unidentified Counties, AR",05999,White,2017,1465,41454,35.34,10.4
"Alameda County, CA",06001,Asian,2017,22,13321,1.65,9
"Alameda County, CA",06001,Black or African American,2017,76,5432,13.99,9.36
"Alameda County, CA",06001,White,2017,251,22623,11.09,9.26
"Butte County, CA",06007,White,2017,81,6230,13,10.68
"Contra Costa County, CA",06013,Asian,2017,19,5427,3.5,11.61
"Contra Costa County, CA",06013,Black or African American,2017,57,3853,14.79,9.25
"Contra Costa County, CA",06013,White,2017,225,22615,9.95,10.38
"El Dorado County, CA",06017,White,2017,47,4567,10.29,9.35
"Fresno County, CA",06019,Asian,2017,55,3560,15.45,12.04
"Fresno County, CA",06019,Black or African American,2017,69,2180,31.65,12.7
"Fresno County, CA",06019,White,2017,776,26720,29.04,12.75
"Humboldt County, CA",06023,White,2017,31,3437,9.02,12.55
"Imperial County, CA",06025,White,2017,206,5874,35.07,8.35
"Kern County, CA",06029,Black or African American,2017,75,2012,37.28,10.01
"Kern County, CA",06029,White,2017,875,25981,33.68,10.71
"Kings County, CA",06031,White,2017,151,4102,36.81,12.48
"Los Angeles County, CA",06037,American Indian or Alaska Native,2017,25,5313,4.71,9.64
"Los Angeles County, CA",06037,Asian,2017,82,37865,2.17,11.54
"Los Angeles County, CA",06037,Black or African American,2017,472,28636,16.48,10.34
"Los Angeles County, CA",06037,Native Hawaiian or Other Pacific Islander,2017,10,1415,7.07,13.5
"Los Angeles County, CA",06037,White,2017,3952,229323,17.23,11.1
"Madera County, CA",06039,White,2017,162,4592,35.28,9.62
"Marin County, CA",06041,White,2017,31,5902,5.25,7.45
"Merced County, CA",06047,Black or African American,2017,10,446,22.42,8
"Merced County, CA",06047,White,2017,268,9135,29.34,9.86
"Monterey County, CA",06053,White,2017,358,12342,29.01,10.96
"Napa County, CA",06055,White,2017,41,3548,11.56,10.8
"Orange County, CA",06059,Asian,2017,24,18818,1.28,9.71
"Orange County, CA",06059,Black or African American,2017,22,2270,9.69,11.55
"Orange County, CA",06059,White,2017,1008,73567,13.7,10.89
"Placer County, CA",06061,White,2017,58,9473,6.12,10.24
"Riverside County, CA",06065,American Indian or Alaska Native,2017,12,1890,6.35,8.17
"Riverside County, CA",06065,Asian,2017,14,6050,2.31,8.64
"Riverside County, CA",06065,Black or African American,2017,73,6602,11.06,9.73
"Riverside County, CA",06065,White,2017,1207,67824,17.8,10.5
"Sacramento County, CA",06067,American Indian or Alaska Native,2017,14,820,17.07,10.86
"Sacramento County, CA",06067,Asian,2017,43,7311,5.88,10.15
"Sacramento County, CA",06067,Black or African American,2017,159,6063,26.22,10.97
"Sacramento County, CA",06067,White,2017,380,26837,14.16,10.7
"San Bernardino County, CA",06071,Asian,2017,22,4478,4.91,10.62
"San Bernardino County, CA",06071,Black or African American,2017,190,7467,25.45,10.95
"San Bernardino County, CA",06071,White,2017,1328,58677,22.63,10.33
"San Diego County, CA",06073,American Indian or Alaska Native,2017,10,1599,6.25,10.5
"San Diego County, CA",06073,Asian,2017,26,11901,2.18,11.42
"San Diego County, CA",06073,Black or African American,2017,65,5746,11.31,8.91
"San Diego County, CA",06073,White,2017,1105,72591,15.22,10.22
"San Francisco County, CA",06075,Asian,2017,13,5983,2.17,8.08
"San Francisco County, CA",06075,Black or African American,2017,28,1367,20.48,9.54
"San Francisco County, CA",06075,White,2017,54,7007,7.71,10.34
"San Joaquin County, CA",06077,Asian,2017,35,4388,7.98,11.2
"San Joaquin County, CA",06077,Black or African American,2017,44,2319,18.97,10.19
"San Joaquin County, CA",06077,White,2017,394,17092,23.05,11.18
"San Luis Obispo County, CA",06079,White,2017,84,8809,9.54,11.32
"San Mateo County, CA",06081,Asian,2017,10,4738,2.11,9.4
"San Mateo County, CA",06081,Black or African American,2017,12,544,22.06,10.67
"San Mateo County, CA",06081,White,2017,125,12222,10.23,11.38
"Santa Barbara County, CA",06083,White,2017,352,14921,23.59,13.08
"Santa Clara County, CA",06085,Asian,2017,29,17974,1.61,10.46
"Santa Clara County, CA",06085,Black or African American,2017,11,1859,5.92,16
"Santa Clara County, CA",06085,White,2017,351,30702,11.43,11.45
"Santa Cruz County, CA",06087,White,2017,86,9083,9.47,11.59
"Shasta County, CA",06089,White,2017,85,4138,20.54,10.64
"Solano County, CA",06095,Black or African American,2017,29,2057,14.1,10.43
"Solano County, CA",06095,White,2017,137,7323,18.71,10.42
"Sonoma County, CA",06097,White,2017,110,12346,8.91,10.81
"Stanislaus County, CA",06099,Black or African American,2017,14,688,20.35,9.46
"Stanislaus County, CA",06099,White,2017,334,15802,21.14,10.77
"Tulare County, CA",06107,White,2017,546,16023,34.08,10.89
"Ventura County, CA",06111,White,2017,368,23439,15.7,10.99
"Yolo County, CA",06113,White,2017,67,7171,9.34,11.4
"Unidentified Counties, CA",06999,American Indian or Alaska Native,2017,14,1201,11.66,10.29
"Unidentified Counties, CA",06999,White,2017,426,21122,20.17,10.81
"Adams County, CO",08001,Black or African American,2017,21,719,29.21,9.33
"Adams County, CO",08001,White,2017,348,13807,25.2,9.67
"Arapahoe County, CO",08005,Black or African American,2017,50,2565,19.49,8.58
"Arapahoe County, CO",08005,White,2017,171,13565,12.61,8.41
"Boulder County, CO",08013,White,2017,80,11306,7.08,9.89
"Denver County, CO",08031,Black or African American,2017,61,2118,28.8,9.43
"Denver County, CO",08031,White,2017,333,12601,26.43,10.2
"Douglas County, CO",08035,White,2017,29,10776,2.69,9.41
"El Paso County, CO",08041,Black or African American,2017,47,1685,27.89,7.89
"El Paso County, CO",08041,White,2017,315,17778,17.72,8.75
"Jefferson County, CO",08059,White,2017,150,13805,10.87,9.99
"Larimer County, CO",08069,White,2017,87,10857,8.01,10.69
"Mesa County, CO",08077,White,2017,110,4498,24.46,10.25
"Pueblo County, CO",08101,White,2017,120,4747,25.28,10.97
"Weld County, CO",08123,White,2017,222,9915,22.39,10.45
"Unidentified Counties, CO",08999,American Indian or Alaska Native,2017,20,820,24.39,7.6
"Unidentified Counties, CO",08999,White,2017,401,21677,18.5,9.66
"Fairfield County, CT",09001,Black or African American,2017,64,4643,13.78,10.89
"Fairfield County, CT",09001,White,2017,161,25219,6.38,11.19
"Hartford County, CT",09003,Black or African American,2017,102,5243,19.45,9.97
"Hartford County, CT",09003,White,2017,184,20228,9.1,10.23
"Litchfield County, CT",09005,White,2017,27,4749,5.69,11.77
"Middlesex County, CT",09007,White,2017,14,4195,3.34,11.5
"New Haven County, CT",09009,Black or African American,2017,89,4927,18.06,11.44
"New Haven County, CT",09009,White,2017,211,21360,9.88,11.81
"New London County, CT",09011,Black or African American,2017,13,662,19.64,12
"New London County, CT",09011,White,2017,50,6356,7.87,12.92
"Tolland County, CT",09013,White,2017,15,6307,2.38,11.67
"Windham County, CT",09015,White,2017,35,3475,10.07,10.89
"Kent County, DE",10001,Black or African American,2017,48,2244,21.39,9.85
"Kent County, DE",10001,White,2017,56,3225,17.36,10.78
"New Castle County, DE",10003,Black or African American,2017,133,5248,25.34,9.63
"New Castle County, DE",10003,White,2017,117,11703,10,9.89
"Sussex County, DE",10005,Black or African American,2017,42,985,42.64,8.69
"Sussex County, DE",10005,White,2017,101,3782,26.71,8.97
"District of Columbia, DC",11001,Black or African American,2017,370,10163,36.41,7.98
"District of Columbia, DC",11001,White,2017,38,7583,5.01,8.97
"Alachua County, FL",12001,Black or African American,2017,77,2532,30.41,9.97
"Alachua County, FL",12001,White,2017,47,7673,6.13,9.95
"Bay County, FL",12005,Black or African American,2017,24,678,35.4,10.82
"Bay County, FL",12005,White,2017,101,3618,27.92,10.29
"Brevard County, FL",12009,Black or African American,2017,52,2280,22.81,9.02
"Brevard County, FL",12009,White,2017,176,11490,15.32,11.02
"Broward County, FL",12011,Black or African American,2017,462,20692,22.33,8.05
"Broward County, FL",12011,White,2017,230,30436,7.56,9.43
"Charlotte County, FL",12015,White,2017,58,2750,21.09,9.87
"Citrus County, FL",12017,White,2017,69,2563,26.92,10.21
"Clay County, FL",12019,Black or African American,2017,12,1029,11.66,8.5
"Clay County, FL",12019,White,2017,88,5442,16.17,9.49
"Collier County, FL",12021,Black or African American,2017,14,1068,13.11,8.29
"Collier County, FL",12021,White,2017,127,7235,17.55,8.91
"Duval County, FL",12031,Asian,2017,18,1111,16.2,5.59
"Duval County, FL",12031,Black or African American,2017,400,10274,38.93,7.19
"Duval County, FL",12031,White,2017,267,13716,19.47,8.73
"Escambia County, FL",12033,Black or African American,2017,136,2713,50.13,8.27
